식품명,1회제공량,에너지(Kcal),단백질(g),탄수화물(g),지질(g),총당류(g),나트륨(mg),식품코드
글램핑 바비큐(씬 M),105.0,266.0,13,-,-,8,596,D010004
글램핑 바비큐(씬 L),103.0,273.0,13,-,-,9,591,D010005
글램핑 바비큐(슈퍼시드 함유 도우M),172.0,485.0,24,-,-,14,1006,D010006
글램핑 바비큐(슈퍼시드 함유 도우L),156.0,392.0,19,-,-,11,741,D010007
글램핑 바비큐 더블치즈엣지(오리지널 M),129.0,330.0,16,-,-,10,611,D010008
글램핑 바비큐 더블치즈엣지(오리지널 L),196.0,489.0,25,-,-,11,1071,D010009
더블크러스트 이베리코(더블 크러스트 L),152.0,387.0,19,-,-,9,844,D010010
더블크러스트 이베리코(더블 크러스트 M),130.0,345.0,12,-,-,10,465,D010011
리얼불고기(오리지널 L),164.0,420.0,14,-,-,14,564,D010012
리얼불고기(오리지널 M),115.0,280.0,13,-,-,5,520,D010013
리얼불고기(나폴리L),130.0,334.0,16,-,-,5,541,D010014
리얼불고기(나폴리M),181.0,430.0,23,-,-,8,946,D010015
리얼불고기(씬 L),149.0,365.0,20,-,-,6,676,D010016
리얼불고기(씬 M),139.0,396.0,22,-,-,6,838,D010017
리얼불고기(슈퍼시드 함유 도우L),111.0,313.0,15,-,-,5,597,D010018
리얼불고기(슈퍼시드 함유 도우M),116.0,292.0,14,-,-,6,561,D010019
리얼불고기 더블치즈엣지(오리지널 L),133.0,344.0,17,-,-,7,544,D010020
리얼불고기 더블치즈엣지(오리지널 M),144.0,350.0,18,-,-,4,669,D010021
문어밤 슈림프(오리지널 L),170.0,428.0,21,-,-,5,856,D010022
문어밤 슈림프(오리지널 M),117.0,280.0,15,-,-,7,600,D010023
문어밤 슈림프(나폴리L),143.0,323.0,18,-,-,7,708,D010024
문어밤 슈림프(나폴리M),186.0,430.0,22,-,-,11,1078,D010025
문어밤 슈림프(씬 L),111.0,254.0,15,-,-,7,596,D010026
문어밤 슈림프(씬 M),153.0,389.0,20,-,-,11,912,D010027
문어밤 슈림프(슈퍼시드 함유 도우L),130.0,333.0,19,-,-,8,794,D010028
문어밤 슈림프(슈퍼시드 함유 도우M),118.0,280.0,16,-,-,9,608,D010029
문어밤 슈림프 더블치즈엣지(오리지널 L),143.0,322.0,17,-,-,10,682,D010030
문어밤 슈림프 더블치즈엣지(오리지널 M),144.0,347.0,18,-,-,6,784,D010031
베스트 콰트로(오리지널 L),186.0,460.0,25,-,-,8,1024,D010032
베스트 콰트로(오리지널 M),134.0,312.0,13,-,-,6,598,D010033
베스트 콰트로(나폴리L),157.0,387.0,18,-,-,8,704,D010034
베스트 콰트로(나폴리M),107.0,259.0,12,-,-,5,499,D010035
베스트 콰트로(씬 L),129.0,306.0,15,-,-,7,698,D010036
베스트 콰트로(씬 M),181.0,457.0,19,-,-,9,868,D010037
베스트 콰트로(슈퍼시드 함유 도우L),112.0,274.0,12,-,-,6,540,D010038
베스트 콰트로(슈퍼시드 함유 도우M),132.0,322.0,13,-,-,12,517,D010039
베스트 콰트로 더블치즈엣지(오리지널 L),159.0,393.0,17,-,-,13,636,D010040
베스트 콰트로 더블치즈엣지(오리지널 M),160.0,384.0,19,-,-,7,732,D010041
베이컨체더치즈(오리지널 L),194.0,455.0,23,-,-,7,907,D010042
베이컨체더치즈(오리지널 M),114.0,311.0,14,-,-,4,399,D010043
베이컨체더치즈(나폴리L),129.0,356.0,18,-,-,5,529,D010044
베이컨체더치즈(나폴리M),176.0,465.0,24,-,-,5,696,D010045
베이컨체더치즈(씬 L),143.0,382.0,21,-,-,5,606,D010046
베이컨체더치즈(씬 M),147.0,437.0,22,-,-,4,671,D010047
베이컨체더치즈(슈퍼시드 함유 도우L),125.0,377.0,19,-,-,4,525,D010048
베이컨체더치즈(슈퍼시드 함유 도우M),113.0,307.0,14,-,-,6,455,D010049
베이컨체더치즈 더블치즈엣지(오리지널 L),129.0,355.0,17,-,-,7,500,D010050
베이컨체더치즈 더블치즈엣지(오리지널 M),135.0,364.0,18,-,-,4,508,D010051
불고기(오리지널 L),158.0,436.0,21,-,-,5,624,D010052
불고기(오리지널 M),121.0,291.0,15,-,-,6,406,D010053
불고기(나폴리L),129.0,319.0,16,-,-,6,441,D010054
불고기(나폴리M),177.0,421.0,2,-,-,7,696,D010055
불고기(씬 L),102.0,250.0,14,-,-,4,388,D010056
불고기(씬 M),162.0,394.0,22,-,-,8,649,D010057
불고기(슈퍼시드 함유 도우L),125.0,312.0,18,-,-,6,545,D010058
불고기(슈퍼시드 함유 도우M),121.0,301.0,15,-,-,8,400,D010059
불고기 더블치즈엣지(오리지널 L),134.0,342.0,16,-,-,8,458,D010060
불고기 더블치즈엣지(오리지널 M),139.0,350.0,18,-,-,5,490,D010061
블랙앵거스 스테이크(오리지널 L),158.0,405.0,21,-,-,6,571,D010062
블랙앵거스 스테이크(오리지널 M),126.0,307.0,14,-,-,7,471,D010063
블랙앵거스 스테이크(나폴리L),160.0,383.0,17,-,-,10,612,D010064
블랙앵거스 스테이크(나폴리M),103.0,248.0,12,-,-,7,440,D010065
블랙앵거스 스테이크(씬 L),121.0,296.0,14,-,-,8,555,D010066
블랙앵거스 스테이크(씬 M),169.0,459.0,20,-,-,11,736,D010067
블랙앵거스 스테이크(슈퍼시드 함유 도우L),103.0,266.0,12,-,-,7,413,D010068
블랙앵거스 스테이크(슈퍼시드 함유 도우M),126.0,301.0,14,-,-,9,487,D010069
블랙앵거스 스테이크 더블치즈엣지(오리지널 L),158.0,369.0,17,-,-,13,611,D010070
블랙앵거스 스테이크 더블치즈엣지(오리지널 M),156.0,388.0,19,-,-,8,743,D010071
블랙타이거 슈림프(오리지널 L),198.0,488.0,23,-,-,11,954,D010072
블랙타이거 슈림프(오리지널 M),123.0,288.0,13,-,-,8,568,D010073
블랙타이거 슈림프(나폴리M),191.0,453.0,20,-,-,14,863,D010074
블랙타이거 슈림프(나폴리L),159.0,358.0,18,-,-,13,819,D010075
블랙타이거 슈림프(씬 M),188.0,431.0,20,-,-,16,956,D010076
블랙타이거 슈림프(씬 L),125.0,308.0,14,-,-,12,674,D010077
블랙타이거 슈림프(슈퍼시드 함유 도우L),157.0,403.0,18,-,-,16,821,D010078
블랙타이거 슈림프 더블치즈엣지(오리지널 L),118.0,290.0,13,-,-,10,517,D010079
블랙타이거슈림프(슈퍼시드 함유 도우M),144.0,363.0,18,-,-,9,770,D010080
블랙타이거슈림프 더블치즈엣지(오리지널 M),193.0,468.0,21,-,-,18,884,D010081
슈퍼디럭스(오리지널 L),248.0,625.0,32,-,-,15,1362,D010082
슈퍼디럭스(오리지널 M),134.0,307.0,17,-,-,3,439,D010083
슈퍼디럭스(나폴리L),150.0,386.0,19,-,-,4,481,D010084
슈퍼디럭스(나폴리M),107.0,251.0,12,-,-,3,358,D010085
슈퍼디럭스(씬 L),118.0,282.0,15,-,-,3,408,D010086
슈퍼디럭스(씬 M),186.0,450.0,24,-,-,4,692,D010087
슈퍼디럭스(슈퍼시드 함유 도우L),155.0,393.0,20,-,-,4,542,D010088
슈퍼디럭스(슈퍼시드 함유 도우M),133.0,332.0,14,-,-,3,533,D010089
슈퍼디럭스 더블치즈엣지(오리지널 L),149.0,373.0,16,-,-,5,629,D010090
슈퍼디럭스 더블치즈엣지(오리지널 M),159.0,359.0,19,-,-,3,587,D010091
슈퍼슈프림(오리지널 L),188.0,452.0,24,-,-,3,669,D010092
슈퍼슈프림(오리지널 M),151.0,321.0,17,-,-,5,462,D010093
슈퍼슈프림(나폴리L),168.0,366.0,20,-,-,5,461,D010094
슈퍼슈프림(나폴리M),123.0,246.0,14,-,-,4,392,D010095
슈퍼슈프림(씬 L),139.0,291.0,16,-,-,5,494,D010096
슈퍼슈프림(씬 M),111.0,236.0,13,-,-,4,353,D010097
슈퍼슈프림(슈퍼시드 함유 도우L),120.0,251.0,15,-,-,5,376,D010098
슈퍼슈프림(슈퍼시드 함유 도우M),146.0,335.0,15,-,-,8,579,D010099
슈퍼슈프림 더블치즈엣지(오리지널 L),165.0,385.0,19,-,-,9,628,D010100
슈퍼슈프림 더블치즈엣지(오리지널 M),172.0,374.0,21,-,-,5,518,D010101
와규 앤 비스테카(오리지널 L),193.0,433.0,24,-,-,5,587,D010102
와규 앤 비스테카(오리지널 M),130.0,305.0,14,-,-,8,374,D010103
와규 앤 비스테카(나폴리L),154.0,377.0,16,-,-,7,387,D010104
와규 앤 비스테카(나폴리M),107.0,247.0,16,-,-,7,310,D010105
와규 앤 비스테카(씬 L),130.0,306.0,18,-,-,7,379,D010106
와규 앤 비스테카(씬 M),179.0,477.0,23,-,-,15,602,D010107
와규 앤 비스테카(슈퍼시드 함유 도우L),104.0,262.0,12,-,-,7,307,D010108
와규 앤 비스테카(슈퍼시드 함유 도우M),131.0,306.0,13,-,-,8,363,D010109
와규 앤 비스테카 더블치즈엣지(오리지널 L),156.0,354.0,16,-,-,9,399,D010110
와규 앤 비스테카 더블치즈엣지(오리지널 M),163.0,388.0,19,-,-,8,712,D010111
우리 고구마(오리지널 L),198.0,484.0,25,-,-,9,934,D010112
우리 고구마(오리지널 M),128.0,321.0,13,-,-,9,441,D010113
우리 고구마(나폴리L),157.0,372.0,15,-,-,14,552,D010114
우리 고구마(나폴리M),107.0,273.0,11,-,-,9,406,D010115
우리 고구마(씬 L),134.0,311.0,12,-,-,12,475,D010116
우리 고구마(씬 M),175.0,482.0,19,-,-,17,682,D010117
우리 고구마(슈퍼시드 함유 도우L),109.0,277.0,10,-,-,13,389,D010118
우리 고구마(슈퍼시드 함유 도우M),130.0,338.0,13,-,-,10,494,D010119
우리 고구마 더블치즈엣지(오리지널 L),166.0,399.0,15,-,-,17,529,D010120
우리 고구마 더블치즈엣지(오리지널 M),156.0,399.0,18,-,-,9,696,D010121
직화 스테이크(오리지널 L),193.0,482.0,22,-,-,14,829,D010122
직화 스테이크(오리지널 M),126.0,304.0,14,-,-,5,587,D010123
직화 스테이크(나폴리L),160.0,370.0,20,-,-,6,752,D010124
직화 스테이크(나폴리M),100.0,240.0,12,-,-,4,497,D010125
직화 스테이크(씬 L),134.0,314.0,16,-,-,6,668,D010126
직화 스테이크(씬 M),162.0,444.0,20,-,-,6,886,D010127
직화 스테이크(슈퍼시드 함유 도우L),110.0,308.0,14,-,-,4,552,D010128
직화 스테이크(슈퍼시드 함유 도우M),124.0,308.0,14,-,-,6,568,D010129
직화 스테이크 더블치즈엣지(오리지널 M),162.0,406.0,18,-,-,8,756,D010130
직화 스테이크 더블치즈엣지(오리지널 L),194.0,480.0,24,-,-,6,1006,D010131
치즈(오리지널 L),151.0,364.0,20,-,-,5,815,D010132
치즈(오리지널 M),191.0,466.0,24,-,-,7,638,D010133
치즈(나폴리L),112.0,285.0,15,-,-,5,403,D010134
치즈(나폴리M),136.0,352.0,19,-,-,6,574,D010135
치즈(씬 L),116.0,305.0,18,-,-,5,460,D010136
치즈(씬 M),110.0,314.0,17,-,-,5,423,D010137
치즈(슈퍼시드 함유 도우L),124.0,374.0,20,-,-,5,572,D010138
치즈(슈퍼시드 함유 도우M),191.0,491.0,24,-,-,11,626,D010139
치즈 더블치즈엣지(오리지널 L),112.0,292.0,14,-,-,7,345,D010140
치즈가든(오리지널 L),243.0,601.0,29,-,-,9,905,D010141
치즈가든(오리지널 M),109.0,250.0,10,-,-,5,353,D010142
치즈가든(나폴리L),132.0,287.0,14,-,-,6,412,D010143
치즈가든(나폴리M),171.0,363.0,16,-,-,7,591,D010144
치즈가든(씬 L),100.0,209.0,9,-,-,3,338,D010145
치즈가든(씬 M),137.0,303.0,12,-,-,6,432,D010146
치즈가든(슈퍼시드 함유 도우L),114.0,249.0,10,-,-,6,375,D010147
치즈가든(슈퍼시드 함유 도우M),109.0,245.0,11,-,-,5,372,D010148
치즈가든 더블치즈엣지(오리지널 L),129.0,296.0,11,-,-,6,433,D010149
치즈가든 더블치즈엣지(오리지널 M),138.0,316.0,15,-,-,4,536,D010150
치즈피자 더블치즈엣지(오리지널 M),168.0,380.0,19,-,-,5,681,D010151
페퍼로니(오리지널 L),145.0,397.0,20,-,-,5,539,D010152
페퍼로니(오리지널 M),102.0,271.0,14,-,-,4,401,D010153
페퍼로니(나폴리L),118.0,327.0,16,-,-,4,445,D010154
페퍼로니(나폴리M),148.0,426.0,24,-,-,5,680,D010155
페퍼로니(씬 L),127.0,384.0,20,-,-,4,558,D010156
페퍼로니(씬 M),131.0,386.0,22,-,-,4,567,D010157
페퍼로니(슈퍼시드 함유 도우L),109.0,336.0,18,-,-,4,503,D010158
페퍼로니(슈퍼시드 함유 도우M),105.0,283.0,14,-,-,4,348,D010159
페퍼로니 더블치즈엣지(오리지널 L),124.0,341.0,16,-,-,6,445,D010160
페퍼로니 더블치즈엣지(오리지널 M),124.0,341.0,16,-,-,4,480,D010161
포테이토(오리지널 L),147.0,403.0,20,-,-,4,576,D010162
포테이토(오리지널 M),139.0,322.0,15,-,-,4,380,D010163
포테이토(나폴리L),149.0,352.0,16,-,-,4,380,D010164
포테이토(나폴리M),115.0,260.0,15,-,-,3,332,D010165
포테이토(씬 L),122.0,292.0,16,-,-,3,338,D010166
포테이토(씬 M),103.0,224.0,12,-,-,3,298,D010167
포테이토(슈퍼시드 함유 도우L),109.0,243.0,12,-,-,3,296,D010168
포테이토(슈퍼시드 함유 도우M),139.0,317.0,15,-,-,5,349,D010169
포테이토 더블치즈엣지(오리지널 L),150.0,350.0,16,-,-,5,377,D010170
